Geneid	Chr	Start	End	Strand	Length	Name	Gene	Note	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A1.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A2.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A3.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A4.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A5.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A6.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A7.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A8.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A9.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A10.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A11.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A12.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B1.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B2.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B3.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B4.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B5.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A6.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B7.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B8.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B9.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B10.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B11.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B12.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C1.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C2.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C3.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C4.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C5.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C6.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C7.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C8.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C9.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C10.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C11.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C12.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D1.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D2.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D3.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D4.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D5.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D6.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D7.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D8.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D9.bam
C2_08340C_A	Ca22chr2A_C_albicans_SC5314	1682884	1683324	-	441	C2_08340C_A	NA	%28orf19.1349%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_22470%2C%20Candida%20tropicalis%20MYA-3404%20%3A%20CTRG_01829%20and%20Candida%20albicans%20WO-1%20%3A%20CAWG_05920	0	0	0	39	52	27	47	63	62	25	23	33	37	47	40	0	0	27	135	103	145	116	101	117	186	135	149	75	64	74	0	0	0	125	105	103	59	127	65	160	166	140	82	72	82
C2_08350C_A	Ca22chr2A_C_albicans_SC5314	1684411	1684974	-	564	C2_08350C_A	NA	%28orf19.1348%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_22500%2C%20Candida%20tropicalis%20MYA-3404%20%3A%20CTRG_01825%20and%20Candida%20albicans%20WO-1%20%3A%20CAWG_05921	0	0	0	1	0	2	1	3	4	0	1	3	1	2	0	0	0	2	7	4	8	4	2	2	1	5	4	1	4	2	0	0	0	6	4	10	2	4	0	4	11	6	3	2	0
C2_08360C_A	Ca22chr2A_C_albicans_SC5314	1685485	1688250	-	2766	C2_08360C_A	OPT5	%28orf19.5121%29%20Oligopeptide%20transporter%3B%20fungal-specific%20%28no%20human%20or%20murine%20homolog%29%3B%20induced%20by%20BSA%2C%20but%20not%20by%20tetrapeptide%20or%20pentapeptide	0	0	0	5	5	3	4	4	7	4	1	2	8	6	7	0	0	3	23	30	32	0	8	7	19	16	22	7	2	6	0	0	0	20	31	25	2	3	3	14	17	16	5	0	2
C2_08370C_A	Ca22chr2A_C_albicans_SC5314	1690400	1691776	-	1377	C2_08370C_A	TEF1	%28orf19.1435%29%20Translation%20elongation%20factor%201-alpha%3B%20at%20cell%20surface%3B%20binds%20human%20plasminogen%3B%20macrophage%2Fpseudohyphal-induced%3B%20induced%20in%20RHE%20model%20of%20oral%20candidiasis%2C%20in%20clinical%20oral%20candidiasis%20isolates%3B%20possibly%20essential%3B%20Spider%20biofilm%20repressed	0	0	1	18373	18200	16894	12600	14050	13278	21839	17640	18461	13749	14614	12770	0	0	16894	9297	9378	8582	12873	14206	12920	9085	8687	8414	13798	12966	13799	0	0	0	10947	10937	11235	13462	24528	14462	7911	8051	8343	11095	10669	11655
C2_08380C_A	Ca22chr2A_C_albicans_SC5314	1692182	1694329	-	2148	C2_08380C_A	NA	%28orf19.1434%29%20Ortholog%28s%29%20have%20protein%20kinase%20activator%20activity%2C%20protein-containing%20complex%20scaffold%20activity	0	0	0	335	321	347	688	803	765	323	301	353	823	796	807	0	0	347	401	374	404	819	757	712	543	465	521	809	758	803	0	0	0	324	244	243	500	937	653	286	221	294	600	552	552
C2_08390W_A	Ca22chr2A_C_albicans_SC5314	1695306	1696499	+	1194	C2_08390W_A	NA	%28orf19.1433%29%20Protein%20of%20unknown%20function%3B%20Hap43-repressed%3B%20colony%20morphology-related%20gene%20regulation%20by%20Ssn6%3B%20Spider%20biofilm%20induced	0	0	0	572	512	575	1081	1185	1260	415	435	484	1040	1219	1271	0	0	575	1374	1379	1403	1301	1342	1075	2229	1736	2102	1420	1199	1183	0	0	0	1539	1515	1724	1457	2310	1556	1658	1768	1635	1934	1644	1628
C2_08400C_A	Ca22chr2A_C_albicans_SC5314	1696572	1696691	-	120	C2_08400C_A	NA	%28orf19.1433.1%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_22550%2C%20Candida%20tropicalis%20MYA-3404%20%3A%20CTRG_01836%20and%20Candida%20albicans%20WO-1%20%3A%20CAWG_01505	0	0	0	2	8	4	4	8	5	3	6	4	2	5	6	0	0	4	5	10	8	8	9	3	12	15	4	8	13	11	0	0	0	23	20	32	16	34	13	12	15	7	15	12	11
C2_08420W_A	Ca22chr2A_C_albicans_SC5314	1699140	1700204	+	1065	C2_08420W_A	NA	%28orf19.3639%29%20Ortholog%28s%29%20have%20DNA-3-methyladenine%20glycosylase%20activity%2C%20damaged%20DNA%20binding%20activity%2C%20role%20in%20DNA%20dealkylation%20involved%20in%20DNA%20repair%2C%20base-excision%20repair%2C%20AP%20site%20formation%20and%20cytoplasm%2C%20nucleus%20localization	0	0	0	160	117	171	255	290	297	150	128	155	332	297	298	0	0	171	149	155	146	229	233	239	235	235	237	276	288	302	0	0	0	271	213	238	368	606	364	245	241	270	359	333	346
C2_08430C_A	Ca22chr2A_C_albicans_SC5314	1700273	1701295	-	1023	C2_08430C_A	PGA46	%28orf19.3638%29%20Putative%20GPI-anchored%20protein%3B%20secreted%3B%20fluconazole-induced	0	0	0	31	26	27	64	76	64	28	24	39	33	48	35	0	0	27	55	53	65	51	53	60	53	62	74	48	42	52	0	0	0	48	35	44	52	88	39	57	39	51	50	36	48
C2_08440W_A	Ca22chr2A_C_albicans_SC5314	1701368	1701685	+	318	C2_08440W_A	NA	%28orf19.3637%29%20Dubious%20open%20reading%20frame	0	0	0	5	4	0	3	4	1	5	1	1	5	2	2	0	0	0	6	6	4	1	3	4	4	1	5	7	4	2	0	0	0	3	4	5	3	1	1	3	1	4	5	1	0
C2_08450W_A	Ca22chr2A_C_albicans_SC5314	1704611	1709302	+	4692	C2_08450W_A	NA	%28orf19.3635%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_22580%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_406960%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_113677%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2D03608g	0	0	0	946	920	956	889	1086	1066	754	745	843	837	747	721	0	1	956	947	860	922	936	998	922	680	844	805	785	851	870	0	0	0	567	642	560	617	1137	668	619	638	718	765	685	653
C2_08460C_A	Ca22chr2A_C_albicans_SC5314	1709508	1709996	-	489	C2_08460C_A	NA	%28orf19.3633%29%20Ortholog%28s%29%20have%20role%20in%20purine%20nucleobase%20catabolic%20process	0	0	0	72	90	78	120	140	149	67	55	54	138	132	159	0	0	78	160	171	160	218	180	173	180	164	185	194	195	159	0	0	0	118	97	108	145	256	173	121	105	140	179	190	170
C2_08470C_A	Ca22chr2A_C_albicans_SC5314	1710326	1712089	-	1764	C2_08470C_A	STN1	%28orf19.3631%29%20Protein%20involved%20in%20telomere%20maintenance%3B%20forms%20a%20complex%20with%20Ten1p	0	0	0	63	64	85	95	109	100	88	65	72	143	128	126	0	0	85	78	73	86	164	142	175	113	144	117	169	194	207	0	0	0	113	103	93	197	346	197	142	89	109	163	183	178
C2_08480W_A	Ca22chr2A_C_albicans_SC5314	1712468	1713754	+	1287	C2_08480W_A	RRP8	%28orf19.3630%29%20Ribosomal%20protein%3B%20Hap43-induced%3B%20F-12%2FCO2%20early%20biofilm%20and%20rat%20catheter%20biofilm%20induced	0	0	0	2616	2376	2074	1574	1669	1262	2278	2227	2410	1643	1529	1445	0	0	2074	2201	2077	2233	1934	1853	2061	1882	2063	2033	1985	1726	1849	0	0	0	1796	1909	1772	1856	3046	1985	2104	1799	1896	1746	1617	1571
C2_08490W_A	Ca22chr2A_C_albicans_SC5314	1715956	1718130	+	2175	C2_08490W_A	DSE1	%28orf19.3629%29%20Essential%20cell%20wall%20protein%20involved%20in%20cell%20wall%20integrity%20and%20rigidity%3B%20periodic%20mRNA%20expression%20peaks%20at%20M%2FG1%20phase%3B%20Ace2p-induced%3B%20required%20for%20virulence%20in%20a%20mouse%20model%20of%20infection	0	0	0	382	349	311	201	228	219	257	259	347	450	469	421	0	0	311	488	451	537	195	220	190	699	818	631	412	418	406	0	0	0	369	411	346	489	779	514	427	436	449	420	407	443
C2_08500W_A	Ca22chr2A_C_albicans_SC5314	1719320	1721818	+	2499	C2_08500W_A	RSP5	%28orf19.3628%29%20Putative%20NEDD4%20family%20E3%20ubiquitin%20ligase%3B%20induced%20during%20infection%20of%20murine%20kidney%2C%20compared%20to%20growth%20in%20vitro%3B%20has%20murine%20homolog%3B%20possibly%20an%20essential%20gene%2C%20disruptants%20not%20obtained%20by%20UAU1%20method	0	0	0	2123	1916	1859	1952	2167	1960	1804	1682	1820	1965	1984	1833	0	0	1859	2325	2292	2388	2332	2175	2047	2474	2470	2356	2195	1924	2095	0	0	0	2182	2140	1932	2093	3416	2128	2323	2219	2381	2322	2316	2157
C2_08510W_A	Ca22chr2A_C_albicans_SC5314	1722519	1723238	+	720	C2_08510W_A	NA	%28orf19.3627%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_22640%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_406910%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_104937%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2D02706g	0	0	0	111	93	115	100	123	118	73	89	91	69	92	91	0	0	115	174	191	180	207	202	207	167	153	163	153	134	137	0	0	0	286	318	295	352	547	322	293	301	333	353	325	379
C2_08520C_A	Ca22chr2A_C_albicans_SC5314	1723457	1723618	-	162	C2_08520C_A	NA	%28orf19.3626.1%29%20Ortholog%20of%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_406905%2C%20Candida%20orthopsilosis%20Co%2090-125%20%3A%20CORT_0C06265%20and%20Candida%20tropicalis%20MYA-3404%20%3A%20CTRG_05051	0	0	0	13	7	11	18	9	17	16	11	9	17	20	5	0	0	11	20	13	13	15	12	12	9	5	8	18	8	12	0	0	0	2	0	8	6	8	2	1	1	2	2	3	1
C2_08530C_A	Ca22chr2A_C_albicans_SC5314	1724226	1726340	-	2115	C2_08530C_A	NA	%28orf19.3626%29%20Has%20domain%28s%29%20with%20predicted%20asparagine%20synthase%20%28glutamine-hydrolyzing%29%20activity%20and%20role%20in%20asparagine%20biosynthetic%20process%2C%20metabolic%20process	0	0	0	486	397	447	352	415	380	520	519	571	414	489	441	0	0	447	458	433	466	533	534	645	393	491	389	536	580	575	0	0	0	256	254	234	376	650	489	319	256	272	402	429	404
C2_08540C_A	Ca22chr2A_C_albicans_SC5314	1726552	1727601	-	1050	C2_08540C_A	NA	%28orf19.3625%29%20Has%20domain%28s%29%20with%20predicted%20zinc%20ion%20binding%20activity	0	0	0	276	247	208	357	395	354	232	274	270	295	333	302	0	0	208	358	286	354	354	370	346	383	481	364	350	341	403	0	0	0	259	249	269	315	548	391	321	342	317	409	332	334
C2_08550C_A	Ca22chr2A_C_albicans_SC5314	1728216	1731656	-	3441	C2_08550C_A	MSU1	%28orf19.3624%29%20Ortholog%28s%29%20have%20exoribonuclease%20II%20activity%2C%20role%20in%20mitochondrial%20RNA%20catabolic%20process%20and%20mitochondrial%20degradosome%20localization	0	0	0	1350	1191	1266	856	838	829	1150	1146	1286	989	943	791	0	0	1266	1080	998	1093	1099	1046	1101	709	995	845	923	841	976	0	0	0	713	639	577	749	1259	876	749	519	703	727	716	632
C2_08560W_A	Ca22chr2A_C_albicans_SC5314	1732007	1735522	+	3516	C2_08560W_A	SMC2	%28orf19.3623%29%20Protein%20similar%20to%20S.%20cerevisiae%20Smc2p%2C%20which%20is%20a%20component%20of%20the%20condensin%20complex%20involved%20in%20mitotic%20chromosome%20condensation%3B%20induced%20under%20hydroxyurea%20treatment	0	0	0	921	910	884	792	834	598	799	850	979	970	994	858	0	0	884	495	512	537	719	744	816	586	629	637	845	783	886	0	0	0	466	447	382	628	1069	666	301	316	303	539	490	448
C2_08570W_A	Ca22chr2A_C_albicans_SC5314	1736690	1737976	+	1287	C2_08570W_A	ANP1	%28orf19.3622%29%20Putative%20mannosyltransferase%20of%20Golgi%3B%20member%20of%20Mnn9p%20family%3B%20similar%20to%20S.%20cerevisiae%20Anp1p%3B%20fungal-specific%20%28no%20human%20or%20murine%20homolog%29	0	0	0	1038	887	984	810	857	841	847	781	913	839	901	809	0	0	984	952	1060	1008	1082	964	1034	1057	903	963	948	942	1059	0	0	0	1028	1171	953	1109	2063	1333	1017	947	915	1082	1018	1047
C2_08580W_A	Ca22chr2A_C_albicans_SC5314	1739575	1740807	+	1233	C2_08580W_A	NA	%28orf19.3621%29%20Possible%20pseudogene%3B%20similar%20to%20Ywp1p%3B%20ORF%20extended%20upstream%20from%20the%20initiating%20Met%20of%20orf19.3621%20has%20a%20stop%20codon%20in%20the%20region%20corresponding%20to%20the%20Ywp1p%20signal%20peptide%3B%20disruption%20causes%20no%20apparent%20phenotype%3B%20no%20expression%20detected	0	0	0	4	1	2	15	14	11	4	3	5	21	18	12	0	0	2	44	29	50	30	30	15	63	92	71	59	47	55	0	0	0	25	19	29	51	58	39	41	25	29	41	60	45
C2_08590W_A	Ca22chr2A_C_albicans_SC5314	1746839	1748440	+	1602	C2_08590W_A	YWP1	%28orf19.3618%29%20Secreted%20yeast%20wall%20protein%3B%20possible%20role%20in%20dispersal%20in%20host%3B%20mutation%20increases%20adhesion%20and%20biofilm%20formation%3B%20propeptide%3B%20growth%20phase%2C%20phosphate%2C%20Ssk1%2FSsn6%2FEfg1%2FEfh1%2FHap43%20regulated%3B%20mRNA%20binds%20She3%3B%20flow%20and%20Spider%20biofilm%20repressed	0	0	0	104	120	109	1309	1465	1169	350	271	309	5499	5757	4993	0	0	109	792	659	683	864	1020	933	1068	1229	1126	5329	5522	5616	0	0	0	547	533	674	8335	14903	8152	621	444	695	4642	4730	4456
C2_08600W_A	Ca22chr2A_C_albicans_SC5314	1749986	1751044	+	1059	C2_08600W_A	GTR1	%28orf19.3617%29%20Putative%20GTP-binding%20protein%3B%20involved%20in%20activation%20of%20TOR1C%20during%20starvation%20response%3B%20transcript%20is%20upregulated%20in%20clinical%20isolates%20from%20HIV%2B%20patients%20with%20oral%20candidiasis%3B%20%28see%20Locus%20History%20Note%20for%20Assembly%2019%20correction%29	0	0	0	463	368	395	337	379	268	289	290	405	354	379	342	0	0	395	369	357	351	416	358	475	407	474	376	405	374	450	0	0	0	329	370	360	453	658	391	502	383	414	452	425	459
C2_08610W_A	Ca22chr2A_C_albicans_SC5314	1751816	1753162	+	1347	C2_08610W_A	ERG9	%28orf19.3616%29%20Putative%20farnesyl-diphosphate%20farnesyl%20transferase%20%28squalene%20synthase%29%3B%20sterol%20biosynthesis%20pathway%3B%20likely%20essential%20for%20growth%3B%20regulated%20by%20fluconazole%2C%20lovastatin%3B%20amphotericin%20B%2C%20caspofungin%20repressed%3B%20Spider%20biofilm%20repressed	0	0	0	2828	2567	2461	916	914	804	2112	2168	2464	1032	1022	1030	0	0	2461	709	744	656	772	719	721	785	898	787	843	773	898	0	0	0	589	520	673	719	1204	770	452	492	422	618	559	536
C2_08620W_A	Ca22chr2A_C_albicans_SC5314	1753778	1755259	+	1482	C2_08620W_A	NA	%28orf19.3615%29%20Protein%20of%20unknown%20function%3B%20induced%20in%20core%20caspofungin%20response%3B%20expression%20upregulated%20in%20an%20ssr1%20null%20mutant%3B%20induced%20by%20nitric%20oxide%20independent%20of%20Yhb1p	0	0	0	495	483	395	400	455	462	450	425	444	345	360	386	0	0	395	683	524	609	377	406	395	597	648	626	451	394	396	0	0	0	1049	802	978	770	1329	892	847	937	866	948	880	985
C2_08630C_A	Ca22chr2A_C_albicans_SC5314	1755545	1756948	-	1404	C2_08630C_A	NA	%28orf19.3613%29%20Ortholog%28s%29%20have%20RNA%20polymerase%20II%20C-terminal%20domain%20phosphoserine%20binding%2C%20chromatin%20binding%2C%20transcription%20factor%20activity%2C%20RNA%20polymerase%20II%20core%20promoter%20sequence-specific%20DNA%20binding%20activity	0	0	0	962	934	865	926	978	838	719	709	949	926	845	836	0	0	865	1078	903	1092	1076	883	953	848	1066	932	979	817	974	0	0	1	719	779	653	711	1261	853	862	780	863	924	907	801
C2_08640C_A	Ca22chr2A_C_albicans_SC5314	1757291	1757896	-	606	C2_08640C_A	PST2	%28orf19.3612%29%20Flavodoxin-like%20protein%20involved%20in%20oxidative%20stress%20protection%20and%20virulence%3B%20putative%20NADH%3Aquinone%20oxidoreductase%3B%20similar%20to%201%2C4-benzoquinone%20reductase%3B%20induced%20by%20benomyl%2C%20oxidative%20stress%20via%20Cap1%3B%20fungal-specific	0	0	0	167	138	153	354	435	436	124	78	138	553	633	599	0	0	153	162	237	202	397	351	301	341	287	322	485	456	508	0	0	0	384	326	452	631	1009	571	112	154	102	252	239	248
C2_08650W_A	Ca22chr2A_C_albicans_SC5314	1758955	1759428	+	474	C2_08650W_A	NA	%28orf19.3611%29%20Protein%20of%20unknown%20function%3B%20Hap43-repressed%20gene%3B%20repressed%20by%20nitric%20oxide	0	0	0	879	780	806	1085	1105	1264	814	853	812	1213	1218	1047	1	0	806	1141	1142	1123	1423	1357	1274	1188	1210	1155	1212	1244	1344	0	0	0	1269	1240	1442	1173	1939	1233	1000	1194	1101	1216	1077	1084
C2_08660C_A	Ca22chr2A_C_albicans_SC5314	1759736	1761676	-	1941	C2_08660C_A	NA	%28orf19.3610%29%20Protein%20of%20unknown%20function%3B%20upregulation%20correlates%20with%20clinical%20development%20of%20fluconazole%20resistance%3B%20regulated%20by%20Sef1%2C%20Sfu1%2C%20and%20Hap43	0	0	0	319	288	260	212	248	254	225	234	291	225	203	240	0	0	260	480	453	508	420	405	538	467	530	464	427	399	455	0	0	0	378	344	294	402	669	434	381	302	375	365	388	391
C2_08670C_A	Ca22chr2A_C_albicans_SC5314	1762253	1763524	-	1272	C2_08670C_A	UTP15	%28orf19.3609%29%20Small%20subunit%20%28SSU%29%20processome%20component%3B%20mutation%20confers%20resistance%20to%205-fluorocytosine%20%285-FC%29%3B%20physically%20interacts%20with%20TAP-tagged%20Nop1p	0	0	0	2458	2298	2243	1821	1866	1462	2172	2025	2264	1805	1774	1613	0	0	2243	1807	1825	2019	1668	1802	1828	1558	1925	1623	1640	1497	1735	0	0	0	1586	1695	1547	1760	2930	1998	1726	1606	1651	1728	1659	1500
C2_08680W_A	Ca22chr2A_C_albicans_SC5314	1764313	1767426	+	3114	C2_08680W_A	MSH3	%28orf19.3608%29%20Mismatch%20repair%20protein%3B%20predicted%20role%20in%20repair%20of%20insertion%20or%20deletion%20mutations%20and%20removal%20of%20nonhomologous%20DNA%20ends%3B%20rat%20catheter%20biofilm%20repressed	0	0	0	544	456	457	482	539	427	458	505	478	459	485	466	0	0	457	421	432	414	522	503	565	376	484	402	501	510	572	0	0	0	323	358	338	474	802	601	394	331	396	560	453	473
C2_08690C_A	Ca22chr2A_C_albicans_SC5314	1767421	1768830	-	1410	C2_08690C_A	NA	%28orf19.3607%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_22860%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_806540%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_108823%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2B13596g	0	0	0	161	102	111	496	515	544	101	110	127	342	381	392	0	0	111	476	452	538	486	405	548	408	543	438	365	376	411	0	0	0	510	520	376	474	769	496	615	588	626	590	571	538
C2_08700C_A	Ca22chr2A_C_albicans_SC5314	1769650	1770171	-	522	C2_08700C_A	NA	%28orf19.3606%29%20Ortholog%20of%20S.%20cereviae%20Sna4%20vacuolar%20outer%20membrane%20protein%20that%20plays%20a%20role%20in%20sensitivity%20to%20NA%2B%3B%20induced%20by%20Mnl1%20under%20weak%20acid%20stress	0	0	0	408	405	386	561	643	625	342	341	294	431	447	412	0	0	386	962	1060	1167	890	942	983	942	944	999	590	572	677	0	0	0	984	1095	947	775	1406	737	1040	1043	1026	857	836	800
C2_08710W_A	Ca22chr2A_C_albicans_SC5314	1770912	1771637	+	726	C2_08710W_A	PEX17	%28orf19.3605%29%20Putative%20peroxin	0	0	0	216	213	204	494	527	437	173	207	216	379	425	414	0	0	204	559	464	480	690	517	631	415	516	455	548	524	659	0	0	0	534	600	484	736	1113	652	560	545	485	619	611	735
C2_08720W_A	Ca22chr2A_C_albicans_SC5314	1772078	1773226	+	1149	C2_08720W_A	NA	%28orf19.3604%29%20Ortholog%28s%29%20have%20Ino80%20complex%20localization	0	0	0	519	485	428	510	588	545	437	455	501	468	482	451	0	0	428	597	589	653	522	508	482	535	624	590	529	480	541	0	0	0	537	513	451	554	881	600	527	493	557	554	518	536
C2_08730W_A	Ca22chr2A_C_albicans_SC5314	1774396	1776672	+	2277	C2_08730W_A	MFG1	%28orf19.3603%29%20Regulator%20of%20filamentous%20growth%3B%20required%20for%20biofilm%20formation%2C%20virulence%3B%20interacts%20with%20Flo8%20and%20Mss11	0	0	0	603	594	589	630	723	508	594	532	571	651	599	577	0	0	589	832	879	981	660	666	740	872	1049	823	734	746	807	0	0	0	749	822	655	805	1245	803	1027	819	921	895	937	789
C2_08740W_A	Ca22chr2A_C_albicans_SC5314	1776991	1778634	+	1644	C2_08740W_A	NA	%28orf19.3601%29%20Has%20domain%28s%29%20with%20predicted%20ATP%20binding%2C%20nucleoside-triphosphatase%20activity%2C%20nucleotide%20binding%20activity	1	0	0	461	408	439	648	699	616	314	363	384	530	540	583	0	0	439	414	456	420	514	604	604	403	498	421	493	480	569	0	0	0	321	332	250	403	575	426	308	300	344	375	385	389
C2_08750W_A	Ca22chr2A_C_albicans_SC5314	1778791	1779492	+	702	C2_08750W_A	NA	%28orf19.3600%29%20Protein%20of%20unknown%20function%3B%20flow%20model%20biofilm%20induced	0	0	0	118	117	122	190	216	157	78	86	93	113	110	138	0	0	122	87	98	108	185	169	161	102	89	122	103	142	145	0	0	0	52	72	69	103	153	86	59	72	51	55	65	66
C2_08760C_A	Ca22chr2A_C_albicans_SC5314	1779860	1783114	-	3255	C2_08760C_A	TIF4631	%28orf19.3599%29%20Putative%20translation%20initiation%20factor%20eIF4G%3B%20overexpression%20causes%20hyperfilamentation%3B%20hyphal-%20and%20macrophage-induced%3B%20genes%20encoding%20some%20translation%20factors%20are%20downregulated%20upon%20phagocytosis%20by%20murine%20macrophage	0	0	0	5391	5055	4854	3625	4026	3734	5228	4856	5405	4114	4088	3550	1	0	4854	4155	4343	4364	4271	4072	4838	3171	3741	3252	4119	3688	4166	0	0	0	4343	4495	3633	4492	7684	5228	4594	4156	4672	5043	4733	4536
C2_08770C_A	Ca22chr2A_C_albicans_SC5314	1783693	1784028	-	336	C2_08770C_A	NA	%28orf19.3594%29%20Putative%20adhesin-like%20protein%3B%20predicted%20ORF%20from%20Assembly%2019%3B%20removed%20from%20Assembly%2020%3B%20subsequently%20reinstated%20in%20Assembly%2021%20based%20on%20comparative%20genome	0	0	0	120	121	106	194	197	170	135	102	105	186	183	158	0	0	106	229	198	255	260	223	209	291	263	251	223	238	171	0	0	0	245	233	213	251	328	235	263	279	223	300	242	282
C2_08780W_A	Ca22chr2A_C_albicans_SC5314	1784325	1785530	+	1206	C2_08780W_A	RPT6	%28orf19.3593%29%20Putative%20ATPase%20of%20the%2019S%20regulatory%20particle%20of%20the%2026S%20proteasome%3B%20transcript%20regulated%20by%20Mig1%3B%20regulated%20by%20Gcn2%20and%20Gcn4	0	0	0	2107	1996	1919	1678	1860	1744	1820	1546	1801	1715	1878	1676	0	0	1919	1362	1528	1409	1731	1862	1691	1670	1523	1455	1748	1605	1654	0	0	0	1544	1452	1638	1696	3013	1920	1256	1424	1321	1691	1521	1675
C2_08790W_A	Ca22chr2A_C_albicans_SC5314	1785847	1787757	+	1911	C2_08790W_A	JEM1	%28orf19.3592%29%20Functional%20homolog%20of%20S.%20cerevisiae%20Jem1p%2C%20which%20acts%20with%20Scj1p%20and%20Kar2p%20%28BiP%29%20in%20protein%20folding%20and%20ER-associated%20degradation%20of%20misfolded%20proteins%2C%20and%20also%20has%20a%20role%20in%20karyogamy%3B%20has%20J%20domain%20and%204%20tetratricopeptide%20repeats	0	0	0	654	664	571	509	594	534	562	527	583	644	690	581	0	0	571	454	421	474	751	633	768	423	504	441	756	676	787	0	0	0	446	426	370	636	1114	776	455	399	418	753	567	611
C2_08800C_A	Ca22chr2A_C_albicans_SC5314	1787951	1789603	-	1653	C2_08800C_A	APE3	%28orf19.3591%29%20Putative%20vacuolar%20aminopeptidase%20Y%2C%3B%20regulated%20by%20Gcn2%20and%20Gcn4%3B%20rat%20catheter%20and%20Spider%20biofilm%20repressed	0	0	0	2320	2201	2155	938	1112	1107	1755	1577	1834	1223	1379	1152	0	0	2155	694	783	679	1144	1119	1129	749	806	835	1158	1126	1074	0	0	0	1270	913	1233	1285	2351	1477	534	674	646	994	987	958
