"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"Name"	"Gene"	"Note"	"CEC3609_2_TR_24"	"CEC3609_3_TR_3"	"NI_3_TR_3"	"CEC3609_3_TR_6"	"CEC3672_3_TR_3"	"CEC3609_1_TR_6"	"NI_2_TR_3"	"CEC3672_2_TR_24"	"CEC3609_2_FP_6"	"CEC3609_1_FP_6"	"CEC3672_1_FP_24"	"CEC3609_2_FP_3"	"NI_2_TR_6"	"CEC3609_1_TR_24"	"CEC3672_1_TR_3"	"CEC3609_2_TR_6"	"NI_1_TR_24"	"CEC3672_1_TR_6"	"CEC3672_1_FP_3"	"CEC3672_3_TR_6"	"CEC3672_2_TR_3"	"CEC3609_3_FP_3"	"CEC3672_3_FP_3"	"CEC3609_2_TR_3"	"CEC3672_1_FP_6"	"NI_2_TR_24"	"CEC3672_2_FP_3"	"CEC3609_1_TR_3"	"CEC3672_2_FP_24"	"CEC3672_2_FP_6"	"CEC3609_2_FP_24"	"CEC3609_1_FP_3"	"CEC3609_1_FP_24"	"CEC3672_1_TR_24"	"CEC3672_3_TR_24"	"NI_1_TR_6"	"NI_1_TR_3"	"CEC3672_3_FP_24"	"CEC3609_3_FP_6"	"CEC3672_2_TR_6"	"CEC3609_3_FP_24"	"CEC3672_3_FP_6"	"CEC3609_3_TR_24"	"NI_3_TR_24"
"C4_00370W_A"	"Ca22chr4A_C_albicans_SC5314"	56577	58400	"+"	1824	"C4_00370W_A"	"HOF1"	"%28orf19.5664%29%20Ortholog%20of%20S.%20cerevisiae%20Hof1%3B%20a%20protein%20localized%20to%20the%20bud%20neck%20and%20required%20for%20cytokinesis%20in%20S.%20cerevisiae%3B%20periodic%20mRNA%20expression%2C%20peak%20at%20cell-cycle%20G2%2FM%20phase%3B%20mutant%20is%20viable"	326	468	0	436	268	355	0	427	515	593	164	485	0	360	237	377	0	208	414	188	253	714	416	548	263	0	408	568	203	190	264	616	316	255	258	0	0	188	581	220	310	241	346	0
"C4_00380W_A"	"Ca22chr4A_C_albicans_SC5314"	58581	59564	"+"	984	"C4_00380W_A"	NA	"%28orf19.5665%29%20Ortholog%28s%29%20have%20D-arabinose%201-dehydrogenase%20%5BNAD%28P%29%2B%5D%20activity%20and%20role%20in%20dehydro-D-arabinono-1%2C4-lactone%20biosynthetic%20process"	428	733	0	401	986	384	0	1303	446	452	616	564	0	407	897	428	0	994	874	1030	968	740	820	764	801	0	890	819	589	900	348	684	387	778	846	0	0	587	453	1024	359	839	446	0
"C4_00390W_A"	"Ca22chr4A_C_albicans_SC5314"	59710	60150	"+"	441	"C4_00390W_A"	NA	"%28orf19.5666%29%20Ortholog%28s%29%20have%20chromatin%20binding%2C%20transcription%20coactivator%20activity"	383	871	0	242	817	242	0	1376	371	401	444	715	0	489	686	254	0	649	886	673	759	837	789	913	790	0	883	974	438	689	245	913	171	817	809	0	0	507	352	643	241	794	478	0
"C4_00400W_A"	"Ca22chr4A_C_albicans_SC5314"	60939	63332	"+"	2394	"C4_00400W_A"	"MNR2"	"%28orf19.5667%29%20Putative%20ion%20transporter%3B%20fungal-specific%20%28no%20human%20or%20murine%20homolog%29"	1788	1100	0	1424	1724	1318	0	2498	1622	1683	1519	929	0	1662	1580	1528	0	1926	1451	1946	1732	1115	1459	1209	1609	0	1485	1179	1518	1547	1618	1153	1963	1343	1606	0	0	1449	1520	1854	1844	1494	1411	0
"C4_00410W_A"	"Ca22chr4A_C_albicans_SC5314"	63553	64113	"+"	561	"C4_00410W_A"	NA	"%28orf19.5669%29%20Protein%20with%20B-cell%20receptor-associated%20protein%2031-like%20domain%3B%20membrane-localized%20protein"	799	670	0	396	771	390	0	1686	407	455	835	613	0	885	633	413	0	700	696	603	693	646	603	677	573	0	667	714	732	592	764	670	611	1078	1048	0	0	834	430	618	699	610	928	0
"C4_00420C_A"	"Ca22chr4A_C_albicans_SC5314"	64264	66699	"-"	2436	"C4_00420C_A"	NA	"%28orf19.5671%29%20Ortholog%28s%29%20have%20enzyme%20inhibitor%20activity%20and%20role%20in%20actin%20cortical%20patch%20assembly%2C%20negative%20regulation%20of%20catalytic%20activity%2C%20septin%20cytoskeleton%20organization"	1247	1312	0	1873	1413	1745	0	2162	2102	2292	1312	1081	0	1154	1299	1848	0	1329	1407	1352	1565	1161	1310	1188	1570	0	1425	1265	1200	1528	1160	1168	1349	1249	1337	0	0	1200	2191	1458	1330	1540	1213	1
"C4_00430W_A"	"Ca22chr4A_C_albicans_SC5314"	67988	69430	"+"	1443	"C4_00430W_A"	"MEP2"	"%28orf19.5672%29%20Ammonium%20permease%20and%20regulator%20of%20nitrogen%20starvation-induced%20filamentation%3B%2011%20predicted%20transmembrane%20regions%3B%20in%20low%20nitrogen%20cytoplasmic%20C-terminus%20activates%20Ras%2FcAMP%20and%20MAPK%20signal%20transduction%20pathways%20to%20induce%20filamentation"	1024	331	0	377	312	515	0	1429	397	491	912	212	0	978	370	469	0	612	324	613	470	275	324	262	469	0	313	324	941	429	691	270	930	714	881	0	0	1023	509	796	1034	393	1100	0
"C4_00440C_A"	"Ca22chr4A_C_albicans_SC5314"	69499	71742	"-"	2244	"C4_00440C_A"	"OPT7"	"%28orf19.5673%29%20Putative%20oligopeptide%20transporter%3B%20possibly%20transports%20GSH%20or%20related%20compounds%3B%20Hog1-induced%3B%20expression%20of%20OPT6%2C%20-7%2C%20or%20-8%20does%20not%20suppress%20defect%20of%20mutant%20lacking%20OPT1-3%3B%20Hap43-repressed%3B%20F-12%2FCO2%20early%20biofilm%20induced"	122	99	0	112	150	96	0	417	136	175	264	94	0	115	144	151	0	205	172	185	230	123	148	116	205	0	174	131	240	192	142	108	146	204	267	0	0	272	174	234	140	184	116	0
"C4_00450C_A"	"Ca22chr4A_C_albicans_SC5314"	72788	73540	"-"	753	"C4_00450C_A"	"PGA10"	"%28orf19.5674%29%20GPI%20anchored%20membrane%20protein%3B%20utilization%20of%20hemin%20and%20hemoglobin%20for%20Fe%20in%20host%3B%20Rim101%20at%20ph8%2Fhypoxia%2Fketoconazole%2Fciclopirox%2Fhypha-induced%3B%20required%20for%20RPMI%20biofilm%20formation%2C%20Bcr1-induced%20in%20a%2Fa%20biofilm%3B%20rat%20catheter%20biofilm%20repressed"	40	4651	0	87	81	48	0	49	108	114	31	3494	0	35	141	88	0	31	155	43	117	3968	234	5697	42	0	196	5433	21	36	44	4075	50	25	36	0	0	13	100	45	44	42	22	0
"C4_00460C_A"	"Ca22chr4A_C_albicans_SC5314"	74264	77572	"-"	3309	"C4_00460C_A"	NA	"%28orf19.5675%29%20Protein%20involved%20in%20proteolytic%20control%20of%20sumoylated%20substrates%3B%20interacts%20with%20SUMO%3B%20member%20of%20the%20SWI%2FSNF%20family%20of%20DNA-dependent%20ATPases%3B%20Spider%20biofilm%20induced"	1178	1481	0	1547	1231	1428	0	2007	1542	1470	1476	1219	0	1062	1207	1597	0	1382	1112	1561	1248	1291	1179	1634	1433	0	1242	1602	1506	1289	1208	1399	1449	1114	1322	0	0	1341	1503	1522	1311	1380	937	0
"C4_00470C_A"	"Ca22chr4A_C_albicans_SC5314"	78356	80167	"-"	1812	"C4_00470C_A"	NA	"%28orf19.5676%29%20Has%20domain%28s%29%20with%20predicted%20zinc%20ion%20binding%20activity"	981	691	0	811	691	799	0	1682	1025	959	1156	730	0	980	582	780	0	678	878	765	703	762	792	763	786	0	845	764	1133	813	1050	810	1151	954	1065	0	0	1081	942	789	1145	764	780	0
"C4_00480W_A"	"Ca22chr4A_C_albicans_SC5314"	81574	83547	"+"	1974	"C4_00480W_A"	"DUR4"	"%28orf19.5677%29%20Putative%20urea%20permease%3B%20fungal-specific%20%28no%20human%20or%20murine%20homolog%29%3B%20possibly%20an%20essential%20gene%2C%20disruptants%20not%20obtained%20by%20UAU1%20method"	243	215	0	324	276	278	0	772	268	255	433	258	0	284	228	252	0	284	266	375	281	251	305	222	361	0	321	242	455	336	265	261	360	404	496	0	0	441	277	338	350	333	259	0
"C4_00490W_A"	"Ca22chr4A_C_albicans_SC5314"	84041	85630	"+"	1590	"C4_00490W_A"	NA	"%28orf19.5678%29%20Has%20domain%28s%29%20with%20predicted%20role%20in%20peptidyl-diphthamide%20biosynthetic%20process%20from%20peptidyl-histidine%20and%20cytoplasm%20localization"	123	198	0	170	123	167	0	408	137	171	213	175	0	126	176	189	0	255	206	209	187	194	162	255	260	0	176	259	253	243	172	204	206	272	287	0	0	216	170	261	175	221	110	0
"C4_00500W_A"	"Ca22chr4A_C_albicans_SC5314"	86313	89231	"+"	2919	"C4_00500W_A"	NA	"%28orf19.4191.1%29%20Ortholog%28s%29%20have%20ubiquitin-ubiquitin%20ligase%20activity%2C%20role%20in%20free%20ubiquitin%20chain%20polymerization%2C%20protein%20polyubiquitination%2C%20ubiquitin-dependent%20ERAD%20pathway%20and%20proteasome%20complex%20localization"	442	495	0	623	634	573	0	1037	714	744	701	380	0	486	627	522	0	644	626	540	682	503	644	473	674	0	623	516	576	626	529	496	464	663	584	0	0	613	697	639	521	660	466	0
"C4_00510C_A"	"Ca22chr4A_C_albicans_SC5314"	89384	90013	"-"	630	"C4_00510C_A"	"RLP24"	"%28orf19.4191%29%20Putative%20ribosomal%20protein%3B%20Hap43-induced%3B%20essential%20gene%3B%20heterozygous%20mutation%20confers%20hypersensitivity%20to%205-fluorocytosine%20%285-FC%29%2C%205-fluorouracil%20%285-FU%29%2C%20and%20tubercidin%20%287-deazaadenosine%29%3B%20Spider%20biofilm%20induced"	1636	2534	0	1899	1191	1932	0	2772	1573	1408	1457	2215	0	1487	1317	1788	0	1615	1463	1730	1483	2335	1164	3071	1446	0	1294	3212	1372	1323	1543	2339	1519	1744	1814	0	0	1521	1329	1654	1421	1529	1443	0
"C4_00520W_A"	"Ca22chr4A_C_albicans_SC5314"	90446	90919	"+"	474	"C4_00520W_A"	"PAM18"	"%28orf19.4190%29%20Predicted%20component%20of%20the%20presequence%20translocase-associated%20import%20motor%20%28PAM%20complex%29%20involved%20in%20protein%20import%20into%20mitochondrial%20matrix%3B%20rat%20catheter%20biofilm%20induced"	758	941	0	708	568	756	0	1619	646	606	661	705	0	886	594	734	0	622	742	579	643	867	577	998	620	0	666	1151	633	587	700	782	674	843	941	0	0	653	673	744	609	646	885	0
"C4_00530C_A"	"Ca22chr4A_C_albicans_SC5314"	91405	92481	"-"	1077	"C4_00530C_A"	NA	"%28orf19.4189%29%20Has%20domain%28s%29%20with%20predicted%20hydrolase%20activity"	36	181	0	65	428	50	0	83	134	70	26	159	0	51	439	81	0	47	557	99	435	157	396	151	72	0	543	196	26	114	32	134	35	68	64	0	0	33	70	27	41	117	43	0
"C4_00540C_A"	"Ca22chr4A_C_albicans_SC5314"	93725	96778	"-"	3054	"C4_00540C_A"	"NMD5"	"%28orf19.4188%29%20Karyopherin%3B%20carrier%20protein%20involved%20in%20nuclear%20import%20of%20proteins%3B%20repressed%20in%20core%20stress%20response%3B%20Hap43-induced%3B%20Spider%20biofilm%20induced"	2023	2445	0	1810	1393	1692	0	3333	1688	1406	1941	2502	0	1999	1640	1815	0	1905	1717	2220	1643	2727	1439	2664	1772	0	1624	2935	1828	1729	1727	2617	1809	1894	2208	0	0	1663	1379	1841	1828	1924	1859	0
"C4_00550C_A"	"Ca22chr4A_C_albicans_SC5314"	97323	97393	"-"	71	"C4_00550C_A"	"tG%28CCC%291"	"%28tG%28CCC%291%29%20tRNA-Gly%2C%20predicted%20by%20tRNAscan-SE%3B%20CCC%20anticodon"	15	0	0	15	1	15	0	2	6	8	2	2	0	16	1	7	0	0	0	1	0	0	0	2	1	0	0	3	1	0	11	0	12	0	0	0	0	1	6	0	11	3	9	0
"C4_00560C_A"	"Ca22chr4A_C_albicans_SC5314"	97569	98888	"-"	1320	"C4_00560C_A"	"MMM1"	"%28orf19.4187%29%20Subunit%20of%20ER-mitochondrion%20tether%20ERMES%20complex%2C%20required%20for%20evasion%20of%20host%20immune%20response"	392	355	0	492	486	441	0	900	540	590	613	372	0	444	489	453	0	530	500	499	494	415	562	366	584	0	586	337	521	502	402	363	384	533	634	0	0	536	586	542	435	542	405	0
"C4_00570C_A"	"Ca22chr4A_C_albicans_SC5314"	99126	100499	"-"	1374	"C4_00570C_A"	"PCT1"	"%28orf19.4186%29%20Putative%20choline-phosphate%20cytidylyl%20transferase%2C%20antigenic%20during%20human%20oral%20infection"	1051	1650	0	1248	2011	1103	0	1878	1511	1377	1159	1537	0	1159	1625	1196	0	1472	1429	1396	1842	1691	1520	1647	1432	0	1594	1738	916	1351	939	1561	760	1230	1274	0	0	1109	1277	1532	928	1495	1287	0
"C4_00580W_A"	"Ca22chr4A_C_albicans_SC5314"	100978	101433	"+"	456	"C4_00580W_A"	NA	"%28orf19.4185%29%20Ortholog%28s%29%20have%20phosphoprotein%20phosphatase%20activity%2C%20thiosulfate%20sulfurtransferase%20activity%20and%20role%20in%20dephosphorylation"	172	155	0	158	207	119	0	391	177	181	246	151	0	236	179	147	0	154	208	152	213	188	189	178	174	0	180	164	213	181	178	186	168	258	240	0	0	244	214	152	201	148	213	0
"C4_00590C_A"	"Ca22chr4A_C_albicans_SC5314"	101589	103595	"-"	2007	"C4_00590C_A"	NA	"%28orf19.4184%29%20Protein%20with%20a%20predicted%20role%20in%20clathrin%20cage%20assembly%3B%20Hap43-repressed%3B%20Spider%20biofilm%20repressed"	683	1116	0	832	943	797	0	1703	803	839	978	926	0	688	923	1011	0	1138	980	1171	1047	948	945	1173	932	0	991	1179	1065	949	705	1008	830	919	1052	0	0	1083	854	1256	816	911	649	0
"C4_00600C_A"	"Ca22chr4A_C_albicans_SC5314"	104411	107074	"-"	2664	"C4_00600C_A"	"MUC1"	"%28orf19.4183%29%20Protein%20similar%20to%20S.%20cerevisiae%20Muc1%3B%20a%20cell%20surface%20glycoprotein%20involved%20in%20filamentous%20growth%3B%20repressed%20by%20benomyl%20treatment%3B%20mutant%20is%20viable"	1213	925	0	997	744	880	0	2035	924	1085	1457	594	0	1232	705	1008	0	841	621	930	775	685	681	1013	873	0	602	1039	1516	765	1463	765	1735	1132	1328	0	0	1372	1034	974	1604	674	1050	0
"C4_00610W_A"	"Ca22chr4A_C_albicans_SC5314"	107335	108391	"+"	1057	"C4_00610W_A"	NA	"%28orf19.4182%29%20Has%20domain%28s%29%20with%20predicted%20oxidoreductase%20activity%20and%20role%20in%20metabolic%20process"	762	342	0	676	539	495	0	1262	603	702	931	268	0	789	455	593	0	542	436	521	510	355	434	351	539	0	461	366	874	554	934	350	934	731	853	0	0	888	671	608	968	502	680	0
"C4_00620C_A"	"Ca22chr4A_C_albicans_SC5314"	108410	108919	"-"	510	"C4_00620C_A"	"SPC2"	"%28orf19.4181%29%20Signal%20peptidase%20complex%20component%3B%20role%20in%20ER%20protein%20translocation%3B%20transcript%20is%20induced%20upon%20filamentous%20growth"	132	292	0	139	206	131	0	490	146	190	168	271	0	184	215	154	0	220	247	222	201	288	254	294	257	0	280	310	165	261	115	273	114	293	261	0	0	170	191	273	110	299	170	0
"C4_00630C_A"	"Ca22chr4A_C_albicans_SC5314"	109388	110002	"-"	615	"C4_00630C_A"	"SEC72"	"%28orf19.4180%29%20ER%20protein-translocation%20complex%20component%3B%20regulated%20by%20Gcn4p%3B%20repressed%20in%20response%20to%20amino%20acid%20starvation%20%283-aminotriazole%20treatment%29%3B%20sumoylation%20target"	502	534	0	499	592	416	1	1087	457	454	665	551	0	521	466	434	0	618	520	513	507	659	465	587	569	0	568	652	505	492	498	549	443	645	687	0	0	550	474	554	532	559	492	0
"C4_00640W_A"	"Ca22chr4A_C_albicans_SC5314"	110378	110908	"+"	531	"C4_00640W_A"	NA	"%28orf19.4179%29%20Putative%20adhesin-like%20protein"	7	3	0	5	3	6	0	13	13	7	6	3	0	3	2	11	0	2	3	2	0	2	2	3	0	0	2	1	4	3	5	6	4	6	4	0	0	5	11	4	8	3	7	0
"C4_00650W_A"	"Ca22chr4A_C_albicans_SC5314"	111275	112444	"+"	1170	"C4_00650W_A"	"HIS5"	"%28orf19.4177%29%20Putative%20histidinol-phosphate%20aminotransferase%3B%20Gcn4p-regulated%3B%20protein%20present%20in%20exponential%20and%20stationary%20growth%20phase%20yeast%20cultures"	426	911	0	327	655	305	0	1628	302	359	800	795	0	499	600	309	0	722	673	639	644	1015	633	959	678	0	723	1126	771	609	368	953	422	982	995	0	0	819	375	636	591	629	420	0
"C4_00660W_A"	"Ca22chr4A_C_albicans_SC5314"	112691	113431	"+"	741	"C4_00660W_A"	NA	"%28orf19.4176%29%20Ortholog%28s%29%20have%20structural%20constituent%20of%20ribosome%20activity%20and%20mitochondrial%20small%20ribosomal%20subunit%20localization"	703	787	0	649	760	674	0	1219	732	668	605	790	0	715	664	666	0	714	846	658	782	869	739	785	682	0	878	862	527	657	549	840	490	666	791	0	0	583	659	629	508	689	796	0
"C4_00670W_A"	"Ca22chr4A_C_albicans_SC5314"	113645	115870	"+"	2226	"C4_00670W_A"	"TOK1"	"%28orf19.4175%29%20Outwardly%20rectifying%2C%20noisily%20gated%20potassium%20channel%3B%20modulates%20sensitivity%20to%20human%20salivary%20histatin%20%28Hst5%29%3B%20very%20similar%20to%20S.%20cerevisiae%20Tok1p%3B%20Bcr1-repressed%20in%20RPMI%20a%2Fa%20biofilms"	1240	720	0	1274	671	1146	0	1661	955	969	1161	486	0	1151	687	1199	0	1043	563	1095	850	658	551	797	874	0	611	762	1162	808	1135	662	1412	868	1066	0	0	1044	942	1181	1254	844	970	0
"C4_00680W_A"	"Ca22chr4A_C_albicans_SC5314"	116219	117580	"+"	1362	"C4_00680W_A"	NA	"%28orf19.4174%29%20Ortholog%28s%29%20have%20nicotinamide%20riboside%20transmembrane%20transporter%20activity%2C%20nucleobase%20transmembrane%20transporter%20activity%20and%20role%20in%20nicotinamide%20riboside%20transport%2C%20nucleobase%20transport%2C%20transmembrane%20transport"	774	236	0	463	514	436	0	1098	519	616	706	211	0	799	490	493	0	581	489	536	573	223	446	243	547	0	528	249	726	502	749	272	771	599	756	0	0	669	613	648	813	525	783	0
"C4_00690C_A"	"Ca22chr4A_C_albicans_SC5314"	117577	119166	"-"	1590	"C4_00690C_A"	NA	"%28orf19.4173%29%20Ortholog%28s%29%20have%20role%20in%20peptidyl-diphthamide%20biosynthetic%20process%20from%20peptidyl-histidine"	372	459	0	439	270	404	0	801	409	432	389	419	0	357	316	449	0	411	333	402	337	433	279	581	435	0	304	533	437	348	330	554	475	403	448	0	0	433	405	475	438	336	326	0
"C4_00700C_A"	"Ca22chr4A_C_albicans_SC5314"	119423	120388	"-"	966	"C4_00700C_A"	NA	"%28orf19.4172%29%20Has%20domain%28s%29%20with%20predicted%20hydrolase%20activity%20and%20role%20in%20metabolic%20process"	653	552	0	753	738	674	0	1589	613	656	1036	524	0	634	732	675	0	888	764	858	840	597	795	605	804	0	804	711	877	806	758	626	731	988	999	0	0	893	631	870	832	739	608	0
"C4_00710W_A"	"Ca22chr4A_C_albicans_SC5314"	121067	123004	"+"	1938	"C4_00710W_A"	NA	"%28orf19.4171%29%20Has%20domain%28s%29%20with%20predicted%20ATP%20binding%20activity"	346	591	0	418	697	375	0	983	508	491	501	529	0	454	678	431	0	819	873	775	750	605	797	476	737	0	916	537	450	743	314	592	280	605	636	0	0	470	488	828	341	741	384	0
"C4_00720W_A"	"Ca22chr4A_C_albicans_SC5314"	124043	124867	"+"	825	"C4_00720W_A"	"CSP2"	"%28orf19.4170%29%20Putative%20cell%20wall%20associated%20protein%3B%20C.%20albicans%20and%20C.%20dubliniensis%20specific%20gene%20highly%20induced%20during%20chlamydospore%20development%20in%20both%20species%3B%20localized%20to%20chlamydospore%20cell%20wall%3B%20Hap43-repressed%3B%20Spider%20biofilm%20induced"	248	352	0	210	423	218	0	721	325	285	389	271	0	298	359	233	0	609	540	583	501	338	536	386	643	0	626	350	371	501	289	304	220	427	508	0	0	340	297	590	230	511	353	0
"C4_00730C_A"	"Ca22chr4A_C_albicans_SC5314"	125251	125643	"-"	393	"C4_00730C_A"	NA	"%28orf19.4169%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_40780%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_116553%2C%20Lodderomyces%20elongisporus%20NRLL%20YB-4239%20%3A%20LELG_04263%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2G21736g"	15	71	0	35	99	21	0	104	50	64	41	80	0	21	95	26	0	73	160	112	122	67	156	66	96	0	170	70	19	98	10	70	13	69	64	0	0	30	53	83	12	104	18	0
"C4_00740W_A"	"Ca22chr4A_C_albicans_SC5314"	126005	126508	"+"	504	"C4_00740W_A"	NA	"%28orf19.4168%29%20Ortholog%28s%29%20have%20RNA%20binding%2C%20ribonuclease%20MRP%20activity%2C%20ribonuclease%20P%20activity"	272	380	0	387	594	412	0	640	415	438	323	316	0	278	438	377	0	507	577	479	523	342	483	358	489	0	500	437	387	486	316	358	280	417	384	0	0	366	407	550	312	491	253	0
"C4_00750C_A"	"Ca22chr4A_C_albicans_SC5314"	126564	127100	"-"	537	"C4_00750C_A"	NA	"%28orf19.4167%29%20Protein%20of%20unknown%20function%3B%20Spider%20biofilm%20induced"	216	214	0	207	262	277	0	494	247	203	303	210	0	200	224	216	0	354	258	285	217	254	256	262	320	0	271	239	284	272	310	262	274	303	295	0	0	311	189	332	283	294	209	0
"C4_00760W_A"	"Ca22chr4A_C_albicans_SC5314"	131930	133819	"+"	1890	"C4_00760W_A"	"ZCF21"	"%28orf19.4166%29%20Predicted%20Zn%28II%292Cys6%20transcription%20factor%3B%20mutants%20display%20increased%20colonization%20of%20mouse%20kidneys%3B%20Spider%20biofilm%20induced"	2109	1707	0	2497	1886	2143	0	2832	1887	2068	2395	963	0	1778	1618	2545	0	3126	1343	3146	1988	968	1322	1520	2148	0	1427	1709	2407	1948	2142	1027	2660	1613	1751	0	0	2224	2070	3562	2284	1951	1628	0
"C4_00770C_A"	"Ca22chr4A_C_albicans_SC5314"	134409	135143	"-"	735	"C4_00770C_A"	NA	"%28orf19.4164%29%20Ortholog%28s%29%20have%20ribosome%20localization"	917	1001	0	933	917	1044	0	2005	1023	900	1080	1147	0	930	850	871	0	868	1025	902	1018	1334	1034	1024	895	0	951	1164	959	850	850	1185	822	1340	1305	0	0	1094	855	779	890	1026	913	0
"C4_00780C_A"	"Ca22chr4A_C_albicans_SC5314"	135543	138761	"-"	3219	"C4_00780C_A"	NA	"%28orf19.4163%29%20Ortholog%28s%29%20have%20role%20in%20protein%20localization%20to%20plasma%20membrane%2C%20protein%20targeting%20to%20vacuole%2C%20receptor-mediated%20endocytosis%2C%20response%20to%20pheromone%20and%20actin%20cortical%20patch%2C%20cytosol%2C%20endosome%2C%20plasma%20membrane%20localization"	965	1052	0	1042	1180	1063	0	1897	1106	996	1216	912	0	911	1046	1036	0	1281	1093	1259	1189	1076	1027	808	1086	0	1294	1029	1133	1222	910	1010	938	1109	1255	0	0	1083	1062	1208	978	1192	890	0
"C4_00790C_A"	"Ca22chr4A_C_albicans_SC5314"	140612	142765	"-"	2154	"C4_00790C_A"	"MLH1"	"%28orf19.4162%29%20Putative%20mismatch%20repair%20protein%3B%20cell-cycle%20regulated%20periodic%20mRNA%20expression"	153	223	0	138	331	128	0	558	239	233	271	228	0	140	369	153	0	332	548	401	453	247	492	183	407	0	552	227	236	425	110	207	124	284	335	0	0	223	261	407	124	530	152	0
"C4_00800W_A"	"Ca22chr4A_C_albicans_SC5314"	142969	144084	"+"	1116	"C4_00800W_A"	NA	"%28orf19.4161%29%20Ortholog%28s%29%20have%20SUMO%20transferase%20activity%2C%20role%20in%20DNA%20repair%20and%20Smc5-Smc6%20complex%20localization"	255	399	0	306	672	351	0	729	517	436	408	313	0	241	569	358	0	659	775	688	668	357	685	348	682	0	733	377	339	743	193	335	206	440	492	0	0	346	409	669	230	753	240	0
"C4_00810C_A"	"Ca22chr4A_C_albicans_SC5314"	144138	145490	"-"	1353	"C4_00810C_A"	NA	"%28orf19.4160%29%20Ortholog%28s%29%20have%20N%286%29-L-threonylcarbamoyladenine%20synthase%20activity%2C%20serine-type%20endopeptidase%20activity%20and%20role%20in%20mitochondrial%20tRNA%20threonylcarbamoyladenosine%20modification"	515	648	0	627	351	530	0	1029	515	523	536	571	0	538	356	593	0	561	494	612	431	594	466	669	598	0	489	682	511	510	499	642	519	602	677	0	0	584	486	602	539	544	466	0
"C4_00820W_A"	"Ca22chr4A_C_albicans_SC5314"	146312	147412	"+"	1101	"C4_00820W_A"	NA	"%28orf19.4159%29%20Ortholog%28s%29%20have%20magnesium%20ion%20transmembrane%20transporter%20activity%2C%20role%20in%20magnesium%20ion%20export%20from%20mitochondrion%20and%20mitochondrial%20inner%20membrane%20localization"	575	577	0	590	525	573	0	1008	619	577	522	489	0	531	539	662	0	689	570	706	584	618	554	613	647	0	569	644	495	583	415	526	492	569	617	0	0	472	596	725	450	572	582	0
"C4_00830W_A"	"Ca22chr4A_C_albicans_SC5314"	148156	149028	"+"	873	"C4_00830W_A"	"SPS20"	"%28orf19.4157%29%20Peroxisomal%202%2C4-dienoyl-CoA%20reductase%3B%20stationary%20phase%20enriched%20protein%3B%20Spider%20biofilm%20induced"	276	165	0	213	152	196	0	785	252	306	367	127	0	303	182	235	0	241	248	246	199	177	276	171	287	0	263	180	340	255	241	172	222	430	437	0	0	341	228	212	231	251	350	0
"C4_00840W_A"	"Ca22chr4A_C_albicans_SC5314"	150338	152152	"+"	1815	"C4_00840W_A"	NA	"%28orf19.4711%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_40890%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_401100%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_119698%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2G22154g"	973	1118	0	1126	1305	1016	0	1519	1132	1268	1110	876	0	1068	909	1013	0	1107	968	1041	1077	950	906	1150	1027	0	1048	1196	1064	869	1070	1007	1111	945	1021	0	0	1072	1167	1108	1092	850	905	0
"C4_00850C_A"	"Ca22chr4A_C_albicans_SC5314"	152453	154591	"-"	2139	"C4_00850C_A"	NA	"%28orf19.4707%29%20Putative%20secreted%20acid%20sphingomyelin%20phosphodiesterase%3B%20possible%20Kex2p%20substrate"	184	60	0	223	38	198	0	71	179	217	23	33	0	192	39	218	0	44	38	54	38	48	28	57	49	0	44	69	31	50	134	43	165	27	35	0	0	30	216	40	159	56	162	0
"C4_00860C_A"	"Ca22chr4A_C_albicans_SC5314"	155846	156343	"-"	498	"C4_00860C_A"	NA	"%28orf19.4706%29%20Protein%20of%20unknown%20function%3B%20induced%20in%20cyr1%20or%20ras1%20mutant%3B%20induced%20by%20fluconazole%2C%20by%20alpha%20pheromone%20in%20SpiderM%20medium%20and%20during%20oralpharyngeal%20candidasis%3B%20Spider%20biofilm%20induced"	605	572	0	488	489	504	0	1434	378	407	746	369	0	638	448	568	0	512	367	460	535	373	402	698	404	0	408	703	683	361	640	443	574	782	754	0	0	721	422	568	656	355	652	0
"C4_00870W_A"	"Ca22chr4A_C_albicans_SC5314"	157051	157121	"+"	71	"C4_00870W_A"	"tG%28UCC%292"	"%28tG%28UCC%292%29%20tRNA-Gly%2C%20predicted%20by%20tRNAscan-SE%3B%20UCC%20anticodon"	0	0	0	0	0	0	0	1	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
